model,dataset,method,node_sample_ratio,readout,val_f1_macro,summary.best_val/f1_macro_std,summary.best_val/f1_weighted,summary.best_val/f1_weighted_std,summary.best_val/accuracy,summary.best_val/accuracy_std,summary.best_val/auroc,summary.best_val/auroc_std,summary.best_test/f1_macro,summary.best_test/f1_macro_std,summary.best_test/f1_weighted,summary.best_test/f1_weighted_std,summary.best_test/accuracy,summary.best_test/accuracy_std,summary.best_test/auroc,summary.best_test/auroc_std
GATv4,addneuromed,distance_correlation,0.5,NoReadOut,0.4845261871814728,0.0215432699120393,0.4967929820219676,0.0258280630810289,0.4999999900658925,0.037264086790342,0.6642823219299316,0.0106561467262836,0.4550114174683888,0.0426630472065009,0.4642281432946523,0.0313475497495832,0.4629629651705424,0.0320750130431593,0.6549153725306193,0.0303736577374627
GATv4,addneuromed,distance_correlation,0.5,OmicsReadOut,0.5369698603947958,0.0417420348757939,0.549967885017395,0.0428695981140806,0.5516431927680969,0.0494631703701568,0.7040126919746399,0.0337141505585437,0.5586016575495402,0.0200510697042919,0.566246747970581,0.0134007858173178,0.5694444378217062,0.0138888657093154,0.7674211064974467,0.0113910776594433
GATv4,addneuromed,distance_correlation,0.8,NoReadOut,0.4972750047842662,0.0085448121341622,0.5075504382451376,0.0096486019406106,0.5117370883623759,0.0146596358459089,0.674042264620463,0.0085886876549754,0.4487827519575755,0.0527706579772139,0.4571852385997772,0.046213688229392,0.4537037114302317,0.04877616833855,0.6609739065170288,0.0185498809736954
GATv4,addneuromed,distance_correlation,0.8,OmicsReadOut,0.5351431369781494,0.0142929715175508,0.5496527552604675,0.0139908365625823,0.565727690855662,0.0107572087663782,0.700917104880015,0.006940969398502,0.5602860450744629,0.0378936882922674,0.5636982520421346,0.0332810317803765,0.5601851940155029,0.0349529222878772,0.734407881895701,0.0405634229944295
GATv4,addneuromed,distance_correlation,1.0,NoReadOut,0.4998607635498047,0.0263388281421481,0.5047229727109274,0.0225917607752968,0.5046948393185934,0.0247315837707338,0.6683052182197571,0.0008273254874982,0.5055485367774963,0.0077809903969268,0.5018416047096252,0.0080391552178417,0.5046296318372091,0.0080187575623845,0.6695701479911804,0.0107961633286315
GATv4,addneuromed,distance_correlation,1.0,OmicsReadOut,0.5204794605573019,0.0122901160437641,0.5355479915936788,0.008706761277517,0.5446009437243143,0.0177226179355685,0.6797194282213846,0.0219611793745024,0.5547433296839396,0.0504469925097401,0.5598851839701334,0.053149164923525,0.5694444378217062,0.0416666567325627,0.7321673234303793,0.019882288924777
GATv4,addneuromed,random,0.3,NoReadOut,0.4676768779754638,0.0437091116611823,0.4783071378866831,0.0413542656575058,0.4812206427256266,0.033280389143566,0.629507303237915,0.0367912045436291,0.404218037923177,0.0997791909293821,0.416510005791982,0.0919204852138061,0.4166666666666667,0.0844828091101092,0.6289894580841064,0.0830248073402554
GATv4,addneuromed,random,0.3,OmicsReadOut,0.5388661623001099,0.0356229332150366,0.5581285754839579,0.0311318141984656,0.5845070282618204,0.0186320546593943,0.7011262973149618,0.0134824039876665,0.473168671131134,0.0209962012573286,0.4799417555332184,0.0304941435076447,0.4861111144224803,0.0367465466127983,0.6777778069178263,0.0303042993494733
GATv4,addneuromed,random,0.5,NoReadOut,0.4514518578847249,0.0095396875489248,0.4640658001104991,0.0090003077633672,0.4647887349128723,0.0070422589778899,0.6367365519205729,0.0179018203108339,0.3892932335535685,0.0067680996365261,0.3979314466317494,0.0090900825881874,0.3935185273488362,0.0080187575623845,0.6216278076171875,0.0101560512318427
GATv4,addneuromed,random,0.5,OmicsReadOut,0.5382030208905538,0.0145227871706592,0.5500898361206055,0.0143724139353779,0.5539906223615011,0.0162634004663514,0.6958653728167216,0.0128555945243942,0.4945587813854217,0.0538201325589967,0.4917336304982503,0.0491379408196611,0.4953703780968984,0.0487761824821068,0.6805898547172546,0.0509643859005077
GATv4,addneuromed,random,0.8,NoReadOut,0.4611937900384267,0.0253261489901004,0.4717654883861542,0.0220326042283145,0.4741784036159515,0.0177226139881347,0.6340232491493225,0.0282038869570113,0.4410988887151082,0.0644716485818268,0.4455948968728383,0.0562917619923479,0.4444444477558136,0.0605402646240931,0.6301554838816324,0.0385740605928451
GATv4,addneuromed,random,0.8,OmicsReadOut,0.5404464999834696,0.0369069336240639,0.5507434606552124,0.0360690105792589,0.5539906024932861,0.0317552891340088,0.6897633274396261,0.037225185329819,0.5058100620905558,0.041413728102727,0.5154218673706055,0.0421243988917977,0.5185185273488363,0.042431276667576,0.7024577260017395,0.0263504675976087
GATv4,addneuromed,random,1.0,NoReadOut,0.4410428504149119,0.030603242990148,0.4525748789310455,0.0284394121791122,0.4530516465504963,0.022637684567501,0.6137755513191223,0.0339500473240416,0.3852450251579284,0.0144994711567458,0.3889837066332499,0.0115425879414768,0.3888888955116272,0.0138888955116271,0.5979652404785156,0.0431875519242884
GATv4,addneuromed,random,1.0,OmicsReadOut,0.5268539786338806,0.0298801463609856,0.5366794665654501,0.030968254386517,0.5352112650871277,0.0306964678703802,0.6670351028442383,0.036712043326751,0.506797214349111,0.0151825137380505,0.5032364428043365,0.0158406446246132,0.5092592636744181,0.0160375151247691,0.694010059038798,0.0176209221704978
GATv4,addneuromed,variance,0.3,NoReadOut,0.4862623612085978,0.0164540693253215,0.4909207026163737,0.0184300761028692,0.4882629116376241,0.0162633660535937,0.6709200143814087,0.0110695485159008,0.4969968597094218,0.0266167886148814,0.4980749388535817,0.0251346530613814,0.5,0.0277777910232543,0.7035664916038513,0.0222853608474987
GATv4,addneuromed,variance,0.3,OmicsReadOut,0.5426157315572103,0.008591911786479,0.559100866317749,0.0030658516803661,0.5704225301742554,0.01408451795578,0.7231355905532837,0.0169898987896195,0.5344983140627543,0.0236794249817828,0.543816864490509,0.0210815053631667,0.5462962985038757,0.0212156058167914,0.7488111853599548,0.0255697831923077
GATv4,addneuromed,variance,0.5,NoReadOut,0.5037292043368021,0.0035237176195041,0.5061384439468384,0.0058237650258139,0.5046948194503784,0.004065832910209,0.6772974332173666,0.0019421175508953,0.464797963698705,0.0431183131078483,0.4723900159200032,0.0351728970368063,0.4722222288449605,0.0367465466127983,0.6838591694831848,0.0309771109918307
GATv4,addneuromed,variance,0.5,OmicsReadOut,0.5845860242843628,0.0085736988866857,0.5964736938476562,0.0132026286065665,0.6009389559427897,0.0226376675705368,0.7369336287180582,0.0136729389824705,0.4849046170711517,0.0230709578080039,0.4966961145401001,0.0257368494424246,0.4953703681627909,0.0289120415566921,0.6982853412628174,0.0302338647507858
GATv4,addneuromed,variance,0.8,NoReadOut,0.5051660140355428,0.023877676036309,0.5088348090648651,0.0279465415512396,0.5070422689119974,0.0253912093085254,0.6650668581326803,0.0057431402532089,0.487205574909846,0.017947273945864,0.4895835816860199,0.0185395369281729,0.4907407363255818,0.0160375151247691,0.6729766527811686,0.0062579383169973
GATv4,addneuromed,variance,0.8,OmicsReadOut,0.5375044345855713,0.0123662247870028,0.5475035707155863,0.0069546236358671,0.5492957631746928,0.007042258977911,0.7178623477617899,0.0081772813369463,0.5320304036140442,0.036256310117143,0.541979044675827,0.0411596507727968,0.5370370348294576,0.0349529262352945,0.7304298679033915,0.0260504921260495
GATv4,addneuromed,variance,1.0,NoReadOut,0.4907609124978383,0.0243006421092577,0.4964532454808553,0.0292398885445103,0.49295774102211,0.0281690061092376,0.6719528635342916,0.0244399036782688,0.4254869818687439,0.0282968192670871,0.4260852833588918,0.0303505689769167,0.4259259303410848,0.0289120296262176,0.6197530825932821,0.0600788570516216
GATv4,addneuromed,variance,1.0,OmicsReadOut,0.5634345412254333,0.0231721929545874,0.5767096678415934,0.0226561258420207,0.5845070481300354,0.0306964678703802,0.7230583628018697,0.0083638363049011,0.4654608269532521,0.0345343061644374,0.4819294412930806,0.027524587916611,0.4861111144224803,0.0277777761220945,0.6952675183614095,0.0128718695870789
chebnet,addneuromed,correlation,0.3,NoReadOut,0.4671136438846588,0.026092310857944,0.4710110227266947,0.0293925209121544,0.4741784036159515,0.0284609372968193,0.5995436708132426,0.0284446664533277,0.4179453452428182,0.0368215389672195,0.4200359880924225,0.0327097150183926,0.4259259303410848,0.0289120296262176,0.5947873989741007,0.0285307224663383
chebnet,addneuromed,correlation,0.3,OmicsReadOut,0.5515529115994772,0.0510750845918454,0.5656476418177286,0.0538873914924636,0.5821596384048462,0.0586384908894995,0.710846483707428,0.0354780561657937,0.5494407912095388,0.0966838968628398,0.548356294631958,0.0873834695764974,0.5509259204069773,0.0813814501255578,0.7174325784047445,0.0766884848784178
chebnet,addneuromed,correlation,0.5,NoReadOut,0.4471458196640014,0.0241491724454287,0.4534895320733388,0.0222475967935079,0.4577464759349823,0.0186320659236088,0.5930089155832926,0.0190002451640638,0.3481828868389129,0.0464984182167363,0.351382424434026,0.0446627081351624,0.3611111144224803,0.0367465466127982,0.5672153433163961,0.0287744203006199
chebnet,addneuromed,correlation,0.5,OmicsReadOut,0.5434544483820597,0.020532426604885,0.5552418430646261,0.0243529387248564,0.565727710723877,0.0387856930400235,0.6983369191487631,0.0247852079675478,0.512483278910319,0.0400444854174259,0.5184240241845449,0.0367804039510671,0.5231481591860453,0.0349529538671867,0.68038409948349,0.0233111359852035
chebnet,addneuromed,correlation,0.8,NoReadOut,0.4823105136553446,0.0230555839595341,0.4905885457992553,0.0228534663775279,0.4906103312969208,0.0247315851850784,0.6374805768330892,0.0316694177378442,0.4174574911594391,0.0417644026110622,0.4207460482915242,0.0316361673664746,0.4305555522441864,0.0367465353485803,0.6174439787864685,0.0202646641735922
chebnet,addneuromed,correlation,0.8,OmicsReadOut,0.5762818853060404,0.0216003054629755,0.5887575745582581,0.0203859621665699,0.6009389758110046,0.0107572412833601,0.7233068545659384,0.0139174028150007,0.5263699889183044,0.0442281085472166,0.5315809647242228,0.0453843150156179,0.5324074029922485,0.0446465185960931,0.6787151296933492,0.0531442358284112
chebnet,addneuromed,correlation,1.0,NoReadOut,0.4727762738863627,0.0066020759808002,0.477083017428716,0.0142736941442794,0.481220652659734,0.0146596143710413,0.6183561086654663,0.0137315056291583,0.4501084784666697,0.0486262134393981,0.4595237572987874,0.0477524382247896,0.4583333333333333,0.0500770918640262,0.6239826083183289,0.0253935630941736
chebnet,addneuromed,correlation,1.0,OmicsReadOut,0.547244648138682,0.005274657653273,0.5590248902638754,0.0029233350109638,0.5751173694928488,0.0107572087663782,0.7190033992131551,0.0081045789112577,0.4943404694398244,0.0260450525833728,0.5013050039609274,0.0197804375518361,0.5046296318372091,0.0160375151247691,0.6574302514394125,0.0061919710813098
chebnet,addneuromed,distance_correlation,0.3,NoReadOut,0.5120424826939901,0.0233235362381794,0.5181780457496643,0.0257020953765335,0.5164319078127543,0.0284609213194658,0.6628830432891846,0.0251669334274812,0.4989346861839294,0.0308314511184655,0.5054148733615875,0.031736898187246,0.5046296318372091,0.0349529538671867,0.6919752955436707,0.015029185619918
chebnet,addneuromed,distance_correlation,0.3,OmicsReadOut,0.5559707681337992,0.0163693408302785,0.5697220961252848,0.0164952863172838,0.5821596185366312,0.0107572152697605,0.7424578070640564,0.0023377751299179,0.5741371313730875,0.0547754282663495,0.5825923085212708,0.0500395552983975,0.5787037014961243,0.0561312685239341,0.7347508470217387,0.011038186241501
chebnet,addneuromed,distance_correlation,0.5,NoReadOut,0.5465399225552877,0.0174939150614957,0.5546830296516418,0.0166959098961898,0.5563380122184753,0.01408451795578,0.705588698387146,0.0085518728948049,0.4864142139752705,0.0188509791471332,0.4925591250260671,0.0173190119345511,0.5092592636744181,0.021215638333788,0.6654778321584066,0.0238284938809028
chebnet,addneuromed,distance_correlation,0.5,OmicsReadOut,0.5667445659637451,0.0260072110160747,0.576181173324585,0.02566493950708,0.5845070481300354,0.0306964678703802,0.7473166187604269,0.0066960075200507,0.5651934146881104,0.038758972830708,0.5707764029502869,0.0343124131264598,0.5648148059844971,0.0446465185960931,0.7425697445869446,0.0064107696667841
chebnet,addneuromed,distance_correlation,0.8,NoReadOut,0.5664299130439758,0.027807047765204,0.5724358757336935,0.0251052904125206,0.5774647990862528,0.0253912093085254,0.7372269630432129,0.0105903226857114,0.4744425415992737,0.1372251930024528,0.4824658234914143,0.1392196578445948,0.4953703681627909,0.1197455275613945,0.6815958221753439,0.0148652419346855
chebnet,addneuromed,distance_correlation,0.8,OmicsReadOut,0.5567297538121542,0.0140081168957711,0.5688501199086508,0.0164253225278057,0.5845070481300354,0.0322716653194714,0.7455950975418091,0.0088860008333743,0.4594908754030863,0.0242218661627379,0.4727021753787994,0.0370170546177327,0.4814814825852712,0.0561312894173951,0.7078417936960856,0.0501451002542279
chebnet,addneuromed,distance_correlation,1.0,NoReadOut,0.5315579374631246,0.0253380851723411,0.5438697536786398,0.0257430546422843,0.5469483534495035,0.021514430539521,0.699018398920695,0.0113910557882851,0.5246481696764628,0.0230659102210366,0.5291842023531595,0.0246976141051271,0.5277777910232544,0.0240562726871536,0.6997027595837911,0.0079470218538067
chebnet,addneuromed,distance_correlation,1.0,OmicsReadOut,0.5487685600916544,0.0081178119985796,0.5592737793922424,0.0122673442548176,0.565727690855662,0.0146596024405659,0.7163675427436829,0.0056014673174841,0.5356245636940002,0.0641728972631504,0.5370369454224905,0.0687922155703399,0.5370370348294576,0.062628470013127,0.6999199986457825,0.0179025366601876
chebnet,addneuromed,random,0.3,NoReadOut,0.4151796301205953,0.0356187878511418,0.4227658708890279,0.0375923450083123,0.4436619778474172,0.0186320490272805,0.566943883895874,0.0090982015908075,0.3207611143589019,0.0405940070621283,0.3373840153217315,0.0280481051590986,0.3518518507480621,0.0212156253269911,0.5112254321575165,0.0291491259125187
chebnet,addneuromed,random,0.3,OmicsReadOut,0.5470973451932272,0.027094149168823,0.5539809664090475,0.0269558469024213,0.5586854418118795,0.0332804007050805,0.7109318574269613,0.0319669121669429,0.5340821146965027,0.0176911074521852,0.5355097850163778,0.0214775502985337,0.5370370546976725,0.021215638333788,0.7201074361801147,0.0120622288397028
chebnet,addneuromed,random,0.5,NoReadOut,0.4101759592692057,0.0145413643520386,0.4220383763313293,0.0099248441887923,0.4389671385288238,0.0177226139881347,0.5784938931465149,0.000738263467046,0.312211016813914,0.0376223398560238,0.3210441470146178,0.0362318551370977,0.3333333233992259,0.0367465466127982,0.5081389844417572,0.0552304797225225
chebnet,addneuromed,random,0.5,OmicsReadOut,0.5448552171389262,0.0226980431574229,0.5580681363741556,0.0218143617977844,0.5633802811304728,0.0253912093085254,0.7148236036300659,0.0231328814254531,0.538236161073049,0.0440584627127854,0.5466921528180441,0.0431979245946972,0.5462962786356608,0.040093753399165,0.6931413014729818,0.0432039619884092
chebnet,addneuromed,random,0.8,NoReadOut,0.4425823191801707,0.003826458211758,0.4563881854216258,0.0051690980100031,0.4577464759349823,0.00704225897789,0.5893292824427286,0.0043782055984616,0.4210739135742187,0.0190234613806404,0.4236439665158589,0.0202692388212756,0.4212962985038757,0.0160374979183902,0.6069730321566263,0.0080933942372322
chebnet,addneuromed,random,0.8,OmicsReadOut,0.5289925535519918,0.0134697979190319,0.5425317287445068,0.0124616943207559,0.5516431927680969,0.0107572412833601,0.688895066579183,0.0091273295245178,0.5624238650004069,0.0119510808683591,0.5688959360122681,0.0160781580075282,0.5694444378217062,0.0138888657093154,0.6975537141164144,0.0183854668576985
chebnet,addneuromed,random,1.0,NoReadOut,0.4407923420270284,0.0127411970993188,0.4525572260220845,0.0135922923706209,0.4507042268911997,0.0140845030546214,0.5855559706687927,0.0118818975901103,0.3405604958534241,0.0633495889031624,0.338032732407252,0.0661345824469037,0.3472222189108531,0.0500771083953796,0.5237996975580851,0.0283433631381453
chebnet,addneuromed,random,1.0,OmicsReadOut,0.5340297619501749,0.0148672766258612,0.5440571705500284,0.0115537371457406,0.5469483534495035,0.0146596358459089,0.6953023672103882,0.0130447954586776,0.5590170820554098,0.0213806885779369,0.5613594452540079,0.0211079962456866,0.5601851940155029,0.0212156058167914,0.7108367880185446,0.0219271528727204
chebnet,addneuromed,variance,0.3,NoReadOut,0.492048571507136,0.0120998365490915,0.5144530137379965,0.0110479826426568,0.5328638553619385,0.004065832910209,0.6482296784718832,0.0078310478821107,0.4080920318762461,0.0403862462034721,0.4310238162676493,0.0372776662883714,0.4444444477558136,0.0367465353485803,0.6230452458063761,0.0236141797585834
chebnet,addneuromed,variance,0.3,OmicsReadOut,0.5871625542640686,0.0228029112746588,0.6010167002677917,0.0233362071375467,0.6079812049865723,0.0325267665199451,0.737087627251943,0.0228735516527135,0.5640901525815328,0.0537495026395034,0.5769400397936503,0.052569506369485,0.5740740895271301,0.0446465185960931,0.774531344572703,0.0075748187545171
chebnet,addneuromed,variance,0.5,NoReadOut,0.5054837266604105,0.0096394029937898,0.5263940691947937,0.0087570418571046,0.5469483534495035,0.0107572152697605,0.6258328159650167,0.0046872793192147,0.4311187863349914,0.02503707396237,0.4571165442466736,0.022498667854246,0.4629629651705424,0.0212156220752889,0.6536579728126526,0.007560883595445
chebnet,addneuromed,variance,0.5,OmicsReadOut,0.5936314066251119,0.0059784440069655,0.6054459611574808,0.0042559930934829,0.6079812248547872,0.0107572152697605,0.7527754505475363,0.0034377054085695,0.5385769208272299,0.0139697321216762,0.5549352963765463,0.0096129016476137,0.5509259502092997,0.0080187575623845,0.7501829067866007,0.0417742280725013
chebnet,addneuromed,variance,0.8,NoReadOut,0.4972702860832214,0.0080116583640865,0.5138746698697408,0.0075418105224239,0.5211267669995626,0.007042258977911,0.609733502070109,0.0059746930804372,0.4155813654263814,0.0120809975858249,0.4409833153088887,0.0095233346354831,0.4490740795930226,0.0080187575623845,0.6374257206916809,0.00852286840654
chebnet,addneuromed,variance,0.8,OmicsReadOut,0.5862745046615601,0.0184444441315359,0.5987490812937418,0.0151764534704064,0.6079812248547872,0.0107572152697604,0.7559179266293844,0.009182042919354,0.5706513325373331,0.0281662489475106,0.5836278200149536,0.0281961067912993,0.5787037014961243,0.0289120176957484,0.7466621597607931,0.0262394246843077
chebnet,addneuromed,variance,1.0,NoReadOut,0.4637804329395294,0.0054964452249123,0.4803882539272308,0.0054463359496934,0.4835680723190307,0.004065832910209,0.6144456664721171,0.0016498428487109,0.3882095615069071,0.0218651922184188,0.4119143784046173,0.0221575903649337,0.4166666766007741,0.0240562554807747,0.597142239411672,0.0108537579248916
chebnet,addneuromed,variance,1.0,OmicsReadOut,0.5871805946032206,0.0259504968991306,0.5995863874753317,0.0269622611058379,0.605633815129598,0.0322716718228654,0.742150088151296,0.020311680027495,0.577750047047933,0.0438525004046802,0.5824399590492249,0.038357607575007,0.5833333333333334,0.0367465409806978,0.7499771515528361,0.0256718044828441
gatv2,addneuromed,correlation,0.3,NoReadOut,0.4345179398854573,0.0043658701462919,0.4393607974052429,0.0125636354931488,0.4507042268911997,0.0186320490272805,0.5817501743634542,0.0142480324630835,0.3353413740793863,0.0228979792185018,0.3391180336475372,0.0193496510810619,0.3564814825852712,0.0289120296262176,0.5722679297129313,0.0234237169279114
gatv2,addneuromed,correlation,0.3,OmicsReadOut,0.5793876051902771,0.0172484519583566,0.5928260684013367,0.0151473018977944,0.6032864054044088,0.0081317002331757,0.752682109673818,0.0150104927213381,0.5526045362154642,0.1155895190899323,0.5644131799538931,0.1086427479341922,0.5601851940155029,0.1078813163165095,0.7134887973467509,0.0744760381077565
gatv2,addneuromed,correlation,0.5,NoReadOut,0.4411746064821879,0.044927938893333,0.444519172112147,0.0391749016489005,0.4553990562756856,0.0266615346370976,0.5886021653811137,0.0168122317610393,0.4457113146781921,0.0813788612697976,0.4457456469535827,0.0775833411716081,0.4537037114302317,0.0764940420928151,0.6076589226722717,0.0605656723905843
gatv2,addneuromed,correlation,0.5,OmicsReadOut,0.5561040639877319,0.0082043683644666,0.5686672131220499,0.0099474788926992,0.5821596185366312,0.0107572152697605,0.7316246032714844,0.0020235434799294,0.5169969697793325,0.0756216433063824,0.5263840754826864,0.0625106692632795,0.5324074029922485,0.0525824887650401,0.7117055455843607,0.0194818839704971
gatv2,addneuromed,correlation,0.8,NoReadOut,0.4445909361044566,0.0198442378932037,0.4473251303037007,0.0263524741355676,0.4507042368253071,0.0243950834931482,0.5937872529029846,0.009787568558429,0.4709897538026174,0.0140452412417078,0.4712739686171213,0.0152462648334279,0.4814814825852712,0.0212156220752889,0.6257658998171488,0.0281750380818654
gatv2,addneuromed,correlation,0.8,OmicsReadOut,0.5520456035931905,0.0158264058689122,0.5651902953783671,0.0187629703619106,0.5704225301742554,0.01408451795578,0.7295823295911154,0.0140357699445842,0.5364936192830404,0.0217901239481627,0.5423068404197693,0.0279058701515111,0.5416666666666666,0.0277777612209373,0.7102309465408325,0.0212790411989204
gatv2,addneuromed,correlation,1.0,NoReadOut,0.4637661079565684,0.0302727966406641,0.4678260485331217,0.0245542385321602,0.4718309839566548,0.0186320546593943,0.5926089882850647,0.0070763735481155,0.4307633340358734,0.0181920942550475,0.435993880033493,0.0246308927383554,0.4490740795930226,0.0160375151247691,0.6241426666577657,0.0170332113866992
gatv2,addneuromed,correlation,1.0,OmicsReadOut,0.5414466460545858,0.0231805439596008,0.5606382886568705,0.0235785568304016,0.5868544578552246,0.0226377015644656,0.7274740934371948,0.0080909638653271,0.5053967038790385,0.0192678740714172,0.5100548068682352,0.0162844691619108,0.5138888955116272,0.0138888955116271,0.6653978228569031,0.0283559815940964
gatv2,addneuromed,distance_correlation,0.3,NoReadOut,0.4481429159641266,0.0232746558323291,0.4573466380437215,0.0197314341212867,0.4624413152535756,0.0146596310737087,0.6025390028953552,0.0144857795693165,0.441215564807256,0.0212195433262229,0.4462172488371531,0.016742763021251,0.4861111044883728,0.0138888955116271,0.6567672292391459,0.057724776653234
gatv2,addneuromed,distance_correlation,0.3,OmicsReadOut,0.5640484889348348,0.0055311615193587,0.5787602464358012,0.0061446236199087,0.5962441364924113,0.0107572152697605,0.7384500503540039,0.0127399461596868,0.5553231438000997,0.057432884266371,0.5684105555216471,0.0516943763760007,0.5694444378217062,0.055555552244189,0.7221993406613668,0.0367873314077313
gatv2,addneuromed,distance_correlation,0.5,NoReadOut,0.4815573096275329,0.0195291230632071,0.4904736479123433,0.0188473611420959,0.49295774102211,0.0186320377630637,0.6436648766199747,0.0118412633077684,0.4402285615603129,0.0911688017629071,0.4537643591562907,0.087674030004957,0.4629629751046498,0.0848625240698526,0.6349794467290243,0.0558740182265336
gatv2,addneuromed,distance_correlation,0.5,OmicsReadOut,0.5608275532722473,0.0244908206952786,0.5702298084894816,0.029577101435258,0.5727699398994446,0.0412638549992189,0.7360519568125407,0.0217246151044588,0.4698947171370188,0.0364657001016887,0.4761708279450734,0.0365136224202283,0.4722222189108531,0.0416666716337212,0.7077274918556213,0.0403395291294015
gatv2,addneuromed,distance_correlation,0.8,NoReadOut,0.4780173202355702,0.0215902541484264,0.4885056813557942,0.0200557752099503,0.5023474196592966,0.0107572282765544,0.6614563862482706,0.0044914402220578,0.406256099541982,0.0133237938003939,0.41893270611763,0.0108682638902931,0.4398148159186045,0.0080187575623845,0.6300640106201172,0.0097310060030013
gatv2,addneuromed,distance_correlation,0.8,OmicsReadOut,0.5877845287322998,0.0174976291120731,0.5952533682187399,0.0135786451564963,0.6009389559427897,0.0081317002331757,0.7393151720364889,0.0231336151292302,0.4756717284520467,0.0211769715424978,0.488025705019633,0.0268854551817771,0.4861111144224803,0.0277777761220945,0.6662779847780863,0.0233432439533536
gatv2,addneuromed,distance_correlation,1.0,NoReadOut,0.4694133400917053,0.01253379025994,0.4808114171028137,0.0087042317167451,0.5070422490437826,0.007042258977911,0.6590673923492432,0.0056346188542676,0.4265516499678294,0.0156904940967282,0.4343609809875488,0.0185790544973817,0.4444444477558136,0.0240562726871536,0.6659807761510214,0.0317095028236155
