dataset,adj_thresh,node_sample_ratio,method,num_nodes,num_edges,avg_degree,density_pct,largest_cc_ratio_pct,num_connected_components,degree_std
addneuromed,0.0,1.0,correlation,497,123227,495.88329979879273,99.97647173362758,100.0,1,22.111808046998416
addneuromed,0.11,1.0,correlation,497,110743,445.64587525150904,89.84795872006231,98.79275653923541,7,90.02983715165686
addneuromed,0.22,1.0,correlation,497,99017,398.45875251509057,80.33442591030051,96.98189134808854,16,112.32124993954174
addneuromed,0.33,1.0,correlation,497,83172,334.69617706237426,67.47906795612384,95.77464788732394,22,127.4093446024466
addneuromed,0.44,1.0,correlation,497,64651,260.16498993963785,52.452618939443106,92.75653923541248,37,129.94676568937248
addneuromed,0.56,1.0,correlation,497,41833,168.3420523138833,33.9399299019926,88.12877263581488,60,114.12496108507243
addneuromed,0.67,1.0,correlation,497,21375,86.01609657947687,17.34195495553969,77.66599597585513,112,80.40518456345228
addneuromed,0.78,1.0,correlation,497,5616,22.599597585513077,4.556370480950218,55.53319919517102,219,30.821003314475337
addneuromed,0.89,1.0,correlation,497,524,2.108651911468813,0.4251314337638735,1.8108651911468814,475,0.5309965513888857
addneuromed,1.0,1.0,correlation,497,497,2.0,0.4032258064516129,0.2012072434607646,497,0.0
addneuromed,0.0,1.0,distance_correlation,497,121926,490.6478873239437,98.92094502498864,100.0,1,31.664024114158202
addneuromed,0.11,1.0,distance_correlation,497,120658,485.54527162977865,97.89219186084247,100.0,1,40.90036063136011
addneuromed,0.22,1.0,distance_correlation,497,119010,478.91348088531186,96.55513727526449,100.0,1,53.34179073851274
addneuromed,0.33,1.0,distance_correlation,497,116927,470.5311871227364,94.86515869410009,100.0,1,64.27781388117718
addneuromed,0.44,1.0,distance_correlation,497,113731,457.67002012072436,92.2721814759525,100.0,1,76.20735616329961
addneuromed,0.56,1.0,distance_correlation,497,107298,431.78269617706235,87.05296293892386,99.19517102615694,5,92.33275196203971
addneuromed,0.67,1.0,distance_correlation,497,95582,384.635814889336,77.54754332446291,98.18913480885311,10,107.49364383899471
addneuromed,0.78,1.0,distance_correlation,497,73855,297.20321931589535,59.92000389433374,96.37826961770624,19,116.5877919384042
addneuromed,0.89,1.0,distance_correlation,497,31575,127.06237424547284,25.617414162393715,90.14084507042254,50,82.01412091201493
addneuromed,1.0,1.0,distance_correlation,497,497,2.0,0.4032258064516129,0.2012072434607646,497,0.0
addneuromed,0.0,0.5,variance,994,490535,986.9919517102616,99.39495989025797,99.59758551307847,2,62.421426953177765
addneuromed,0.11,0.5,variance,994,487769,981.4265593561369,98.83449741753644,99.59758551307847,2,72.5850998425151
addneuromed,0.22,0.5,variance,994,481308,968.4265593561369,97.52533326849313,99.29577464788733,4,100.95636814210215
addneuromed,0.33,0.5,variance,994,469604,944.8772635814889,95.15380297900191,99.19517102615694,5,128.78736013655455
addneuromed,0.44,0.5,variance,994,448955,903.3299798792757,90.96978649338124,99.09456740442656,6,166.2631903258916
addneuromed,0.56,0.5,variance,994,412569,830.1187122736419,83.59705058143423,98.39034205231388,13,210.78124773883883
addneuromed,0.67,0.5,variance,994,359356,723.0503018108652,72.81473331428653,98.08853118712274,16,253.3344102672636
addneuromed,0.78,0.5,variance,994,285044,573.5291750503018,57.757218031248925,95.67404426559357,31,269.33808807528845
addneuromed,0.89,0.5,variance,994,144218,290.17706237424545,29.222262071928046,90.04024144869214,87,219.66193349596384
addneuromed,1.0,0.5,variance,994,994,2.0,0.2014098690835851,0.1006036217303823,994,0.0
addneuromed,0.0,0.5,random,994,491587,989.1086519114688,99.60812204546514,100.0,1,53.35342343606122
addneuromed,0.11,0.5,random,994,487771,981.430583501006,98.83490266878208,99.59758551307847,5,76.61307387642357
addneuromed,0.22,0.5,random,994,450513,906.4647887323944,91.28547721373559,97.88732394366197,19,183.72880807621945
addneuromed,0.33,0.5,random,994,457023,919.5633802816901,92.6045700182971,99.09456740442656,10,170.68343657239632
addneuromed,0.44,0.5,random,994,424293,853.7082494969819,85.97263338338186,97.68611670020121,24,217.2533069683549
addneuromed,0.56,0.5,random,994,458290,922.112676056338,92.86129668241068,98.79275653923541,13,164.7562475505048
addneuromed,0.67,0.5,random,994,297910,599.4164989939637,60.36419929445758,91.64989939637826,84,298.4751986929994
addneuromed,0.78,0.5,random,994,447372,900.1448692152918,90.64903013245636,98.8933601609658,12,181.8015676467779
addneuromed,0.89,0.5,random,994,90523,182.13883299798792,18.34227925458086,54.627766599597585,451,199.71311627915142
addneuromed,1.0,0.5,random,994,994,2.0,0.2014098690835851,0.1006036217303823,994,0.0
addneuromed,0.0,0.5,correlation,994,493429,992.8148893360161,99.98135844270053,100.0,1,31.42257482911249
addneuromed,0.11,0.5,correlation,994,453892,913.2635814889336,91.97014919324609,99.09456740442656,10,160.90079345252406
addneuromed,0.22,0.5,correlation,994,415417,835.8490945674044,84.17412835522703,98.08853118712274,20,211.58070263269374
addneuromed,0.33,0.5,correlation,994,366463,737.3501006036217,74.25479361567187,96.98189134808854,31,245.67631402442055
addneuromed,0.44,0.5,correlation,994,303748,611.1629778672033,61.547127680483705,94.46680080482898,55,261.8374816529821
addneuromed,0.56,0.5,correlation,994,215821,434.2474849094567,43.73086454274489,91.34808853118712,85,253.52903373061346
addneuromed,0.67,0.5,correlation,994,126151,253.82494969818913,25.561424944429923,84.40643863179075,156,205.04292513553426
addneuromed,0.78,0.5,correlation,994,42930,86.37826961770624,8.698717987684415,67.70623742454728,320,107.6394784199125
addneuromed,0.89,0.5,correlation,994,2713,5.458752515090543,0.5497233147120386,19.3158953722334,799,11.554385827216597
addneuromed,1.0,0.5,correlation,994,994,2.0,0.2014098690835851,0.1006036217303823,994,0.0
addneuromed,0.0,0.5,distance_correlation,994,490046,986.0080482897384,99.29587596069874,100.0,1,51.135122372533786
addneuromed,0.11,0.5,distance_correlation,994,435994,877.251509054326,88.34355579600462,99.09456740442656,10,175.9522271532176
addneuromed,0.22,0.5,distance_correlation,994,387973,780.6297786720322,78.613270762541,98.49094567404426,16,215.54767584440071
addneuromed,0.33,0.5,distance_correlation,994,331348,666.6961770623742,67.13959487032973,97.38430583501007,27,239.05623090536864
addneuromed,0.44,0.5,distance_correlation,994,265231,533.6639839034206,53.7425965663062,95.57344064386318,45,240.05173354779077
addneuromed,0.56,0.5,distance_correlation,994,186290,374.82897384305835,37.74712727523246,93.158953722334,69,212.17576737962352
addneuromed,0.67,0.5,distance_correlation,994,109130,219.57746478873239,22.112534218402054,87.42454728370221,124,159.80734923157257
addneuromed,0.78,0.5,distance_correlation,994,38773,78.01408450704226,7.856403273619563,77.46478873239437,225,83.23947781442294
addneuromed,0.89,0.5,distance_correlation,994,2974,5.983903420523139,0.6026086022681911,35.311871227364186,633,9.197680490928548
addneuromed,1.0,0.5,distance_correlation,994,994,2.0,0.2014098690835851,0.1006036217303823,994,0.0
addneuromed,0.0,0.3,variance,1656,1365360,1648.9855072463768,99.63658654056657,99.7584541062802,2,80.89684361499098
addneuromed,0.11,0.3,variance,1656,1361016,1643.7391304347825,99.31958492053067,99.7584541062802,2,93.84652938444087
addneuromed,0.22,0.3,variance,1656,1349405,1629.7161835748793,98.47227695316491,99.63768115942028,3,134.4445061924744
addneuromed,0.33,0.3,variance,1656,1329482,1605.6545893719806,97.01840419166047,99.57729468599034,4,172.97414083270382
addneuromed,0.44,0.3,variance,1656,1292034,1560.427536231884,94.2856517360655,99.51690821256038,5,225.9011226461047
addneuromed,0.56,0.3,variance,1656,1216945,1469.7403381642512,88.80606272895778,99.09420289855072,12,299.7305194112743
addneuromed,0.67,0.3,variance,1656,1091800,1318.5990338164252,79.6736576324124,98.67149758454107,19,385.6731377446587
addneuromed,0.78,0.3,variance,1656,887864,1072.2995169082126,64.79151159566239,96.92028985507247,36,439.90430821513905
addneuromed,0.89,0.3,variance,1656,460044,555.6086956521739,33.571522395901745,92.512077294686,111,388.48098396218967
addneuromed,1.0,0.3,variance,1656,1656,2.0,0.12084592145015105,0.06038647342995169,1656,0.0
addneuromed,0.0,0.3,random,1656,1361781,1644.6630434782608,99.37541048207015,100.0,1,98.84612663204122
addneuromed,0.11,0.3,random,1656,1360432,1643.0338164251207,99.27696775982604,100.0,1,106.41019354945279
addneuromed,0.22,0.3,random,1656,1251930,1511.9927536231885,91.35907876877272,98.91304347826086,19,288.64948102213856
addneuromed,0.33,0.3,random,1656,1233495,1489.7282608695652,90.01379219755681,98.67149758454107,23,309.92055406078276
addneuromed,0.44,0.3,random,1656,995674,1202.5048309178744,72.65890217026431,95.04830917874396,80,457.4266142941236
addneuromed,0.56,0.3,random,1656,1344942,1624.3260869565217,98.14659135688953,99.81884057971014,4,155.54248591087722
addneuromed,0.67,0.3,random,1656,1341313,1619.943236714976,97.8817665688807,99.45652173913044,7,164.16100311030232
addneuromed,0.78,0.3,random,1656,608171,734.506038647343,44.38102952551922,83.27294685990339,275,489.3427786695115
addneuromed,0.89,0.3,random,1656,1225188,1479.695652173913,89.40759227636936,98.49033816425121,24,320.0202199687168
addneuromed,1.0,0.3,random,1656,1656,2.0,0.12084592145015105,0.06038647342995169,1656,0.0
addneuromed,0.0,0.3,correlation,1656,1370115,1654.7282608695652,99.98358071719427,100.0,1,40.71108376621616
addneuromed,0.11,0.3,correlation,1656,1308100,1579.8309178743962,95.45806150298466,99.45652173913044,10,208.03172465846382
addneuromed,0.22,0.3,correlation,1656,1236759,1493.6702898550725,90.25198126012522,99.15458937198068,15,293.96579130963937
addneuromed,0.33,0.3,correlation,1656,1145696,1383.6908212560386,83.60669614840113,98.18840579710145,31,357.919681788251
addneuromed,0.44,0.3,correlation,1656,1014435,1225.1630434782608,74.02797845790096,96.92028985507247,52,408.17889565292046
addneuromed,0.56,0.3,correlation,1656,801942,968.5289855072464,58.52138885240159,94.92753623188406,84,443.6392459654652
addneuromed,0.67,0.3,correlation,1656,546322,659.8091787439613,39.867624093290715,90.94202898550725,148,422.3692732186243
addneuromed,0.78,0.3,correlation,1656,254474,307.3357487922705,18.57013587868704,79.10628019323671,345,297.6072405703501
addneuromed,0.89,0.3,correlation,1656,29187,35.25,2.129909365558912,39.97584541062802,986,71.08117128064238
addneuromed,1.0,0.3,correlation,1656,1656,2.0,0.12084592145015105,0.06038647342995169,1656,0.0
addneuromed,0.0,0.3,distance_correlation,1656,1361529,1644.358695652174,99.35702088532773,100.0,1,86.71721956074806
addneuromed,0.11,0.3,distance_correlation,1656,1178740,1423.5990338164252,86.01806850854533,98.91304347826086,19,315.3257859792223
addneuromed,0.22,0.3,distance_correlation,1656,1025060,1237.9951690821256,74.80333347928251,98.18840579710145,31,384.75374359891185
addneuromed,0.33,0.3,distance_correlation,1656,851604,1028.5072463768115,62.14545295328166,96.85990338164251,53,410.24135843392514
addneuromed,0.44,0.3,distance_correlation,1656,659168,796.096618357488,48.102514704379935,95.16908212560386,80,395.2978472087701
addneuromed,0.56,0.3,distance_correlation,1656,431428,521.0483091787439,31.483281521374256,91.66666666666666,137,333.5215502449841
addneuromed,0.67,0.3,distance_correlation,1656,224223,270.8007246376812,16.3625815491046,85.74879227053141,235,233.43460048756464
addneuromed,0.78,0.3,distance_correlation,1656,64589,78.00603864734299,4.71335580950713,69.5048309178744,494,101.0155795238037
addneuromed,0.89,0.3,distance_correlation,1656,3250,3.92512077294686,0.23716741830494623,20.591787439613526,1296,6.405043820152279
addneuromed,1.0,0.3,distance_correlation,1656,1656,2.0,0.12084592145015105,0.06038647342995169,1656,0.0
