dataset,adj_thresh,node_sample_ratio,method,adjacency_method,num_nodes,num_edges,avg_degree,density_pct,largest_cc_ratio_pct,num_connected_components,degree_std,clustering_coefficient,diameter,modularity,homophily
addneuromed,0.78,full,random,string,17197,148807,17.30615805082282,0.10064060276123991,63.85997557713554,6083,32.56637656879254,0.6065,12.0,0.7226279362525982,0.1104853938322794
addneuromed,0.78,full,random,wgcna,17197,17203,2.0006977961272314,0.011634669668104393,0.017444903180787348,17192,0.03234512747558837,1.0,1.0,0.16666666666666666,0.9927919548915887
addneuromed,0.89,full,random,string,17197,98678,11.476187707158225,0.06673754191182964,53.52677792638251,7752,22.027666474201517,0.6661,14.0,0.7748266703739488,0.17112223595938306
addneuromed,0.89,full,random,wgcna,17197,17200,2.0003488980636157,0.011632640719141753,0.017444903180787348,17194,0.021565613561768518,0.8857,2.0,0.26,0.993139534883721
addneuromed,1.0,full,random,string,17197,17197,2.0,0.01163061177017911,0.005814967726929116,17197,0.0,0.0,0.0,0.0,0.9932546374367622
addneuromed,1.0,full,random,wgcna,17197,17197,2.0,0.01163061177017911,0.005814967726929116,17197,0.0,0.0,0.0,0.0,0.9932546374367622
addneuromed,0.0,full,correlation,string,17197,4547748,528.9001570041286,3.0757161956508994,82.17712391696226,3066,530.4625429589192,0.2186,4.0,0.28083595755678054,0.0034208139940911414
addneuromed,0.0,full,correlation,wgcna,17197,72582082,8441.249287666453,49.088446660074744,100.0,1,809.3674572009528,0.6334,2.0,0.23702080556408145,4.1952502822941894e-05
addneuromed,0.11,full,correlation,string,17197,4547748,528.9001570041286,3.0757161956508994,82.17712391696226,3066,530.4625429589192,0.2186,4.0,0.28083595755678054,0.0034208139940911414
addneuromed,0.11,full,correlation,wgcna,17197,31700,3.6866895388730594,0.0214392273719066,3.9774379252195153,16038,11.08111282406918,0.7492,13.0,0.40634704707842345,0.5317034700315457
addneuromed,0.22,full,correlation,string,17197,2106388,244.97156480781533,1.4245845825064858,82.17130894923534,3067,290.7625273388626,0.2099,4.0,0.3497689314814055,0.006850589729907311
addneuromed,0.22,full,correlation,wgcna,17197,20061,2.3330813513984996,0.01356758171318039,1.7444903180787348,16713,3.279414065016292,0.728,12.0,0.44114133719679266,0.8527989631623548
addneuromed,0.33,full,correlation,string,17197,973763,113.24800837355353,0.6585718095693971,82.14223411060068,3072,156.29298659614662,0.2572,6.0,0.41385996532215524,0.018000273167084805
addneuromed,0.33,full,correlation,wgcna,17197,18045,2.098621852648718,0.012204128010285635,0.7908356108623597,16986,1.3077556669543542,0.7299,9.0,0.49931239669421484,0.9501246882793017
addneuromed,0.44,full,correlation,string,17197,543205,63.1743908821306,0.36737840708380204,81.83985578880038,3124,97.97501856326839,0.3547,8.0,0.5220951213734004,0.03167312524737438
addneuromed,0.44,full,correlation,wgcna,17197,17442,2.0284933418619526,0.011796309268794793,0.3663429667965343,17089,0.4765866808516151,0.7606,8.0,0.5485451813400724,0.9794748308680197
addneuromed,0.56,full,correlation,string,17197,322220,37.47397801942199,0.21792264491406138,78.03686689538874,3745,62.76159702867691,0.4935,12.0,0.6106201890825051,0.05130345726522252
addneuromed,0.56,full,correlation,wgcna,17197,17261,2.007443158690469,0.011673896014715452,0.11048438681165319,17147,0.14963413652858387,0.7701,6.0,0.5132325141776938,0.9901512079253809
addneuromed,0.67,full,correlation,string,17197,213639,24.846077804268187,0.14448754247655377,71.24498459033552,4875,43.90487900203176,0.5462,13.0,0.6665666707386506,0.07481780012076447
addneuromed,0.67,full,correlation,wgcna,17197,17214,2.001977089027156,0.011642109147634078,0.017444903180787348,17182,0.0549533833078714,0.8882,2.0,0.26,0.9922737306843267
addneuromed,0.78,full,correlation,string,17197,148807,17.30615805082282,0.10064060276123991,63.85997557713554,6083,32.56637656879254,0.6077,11.0,0.7221280209115786,0.1104853938322794
addneuromed,0.78,full,correlation,wgcna,17197,17203,2.0006977961272314,0.011634669668104393,0.017444903180787348,17192,0.03234512747558837,1.0,1.0,0.16666666666666666,0.9927919548915887
addneuromed,0.89,full,correlation,string,17197,98678,11.476187707158225,0.06673754191182964,53.52677792638251,7752,22.027666474201517,0.6739,14.0,0.7733546895433736,0.17112223595938306
addneuromed,0.89,full,correlation,wgcna,17197,17200,2.0003488980636157,0.011632640719141753,0.017444903180787348,17194,0.021565613561768518,0.8925,2.0,0.26,0.993139534883721
addneuromed,1.0,full,correlation,string,17197,17197,2.0,0.01163061177017911,0.005814967726929116,17197,0.0,0.0,0.0,0.0,0.9932546374367622
addneuromed,1.0,full,correlation,wgcna,17197,17197,2.0,0.01163061177017911,0.005814967726929116,17197,0.0,0.0,0.0,0.0,0.9932546374367622
addneuromed,0.0,full,distance_correlation,string,17197,4547748,528.9001570041286,3.0757161956508994,82.17712391696226,3066,530.4625429589192,0.2196,3.0,0.28285610476058987,0.0034208139940911414
addneuromed,0.0,full,distance_correlation,wgcna,17197,72582082,8441.249287666453,49.088446660074744,100.0,1,809.3674572009528,0.6383,2.0,0.23702104083461092,4.1952502822941894e-05
addneuromed,0.11,full,distance_correlation,string,17197,4547748,528.9001570041286,3.0757161956508994,82.17712391696226,3066,530.4625429589192,0.2196,3.0,0.28285610476058987,0.0034208139940911414
addneuromed,0.11,full,distance_correlation,wgcna,17197,31700,3.6866895388730594,0.0214392273719066,3.9774379252195153,16038,11.08111282406918,0.7491,13.0,0.40753090393718283,0.5317034700315457
addneuromed,0.22,full,distance_correlation,string,17197,2106388,244.97156480781533,1.4245845825064858,82.17130894923534,3067,290.76252733886264,0.2052,5.0,0.3536683852709309,0.006850589729907311
addneuromed,0.22,full,distance_correlation,wgcna,17197,20061,2.3330813513984996,0.01356758171318039,1.7444903180787348,16713,3.279414065016292,0.7305,11.0,0.4427948896609449,0.8527989631623548
addneuromed,0.33,full,distance_correlation,string,17197,973763,113.24800837355353,0.6585718095693971,82.14223411060068,3072,156.29298659614662,0.2666,6.0,0.4281014803839163,0.018000273167084805
addneuromed,0.33,full,distance_correlation,wgcna,17197,18045,2.098621852648718,0.012204128010285635,0.7908356108623597,16986,1.3077556669543544,0.729,9.0,0.4991933884297521,0.9501246882793017
addneuromed,0.44,full,distance_correlation,string,17197,543205,63.1743908821306,0.36737840708380204,81.83985578880038,3124,97.97501856326839,0.3649,8.0,0.5219434547362852,0.03167312524737438
addneuromed,0.44,full,distance_correlation,wgcna,17197,17442,2.0284933418619526,0.011796309268794793,0.3663429667965343,17089,0.4765866808516151,0.7597,9.0,0.5484598046581518,0.9794748308680197
addneuromed,0.56,full,distance_correlation,string,17197,322220,37.47397801942199,0.21792264491406138,78.03686689538874,3745,62.76159702867692,0.4924,12.0,0.6098832392941704,0.05130345726522252
addneuromed,0.56,full,distance_correlation,wgcna,17197,17261,2.007443158690469,0.011673896014715452,0.11048438681165319,17147,0.1496341365285839,0.7676,6.0,0.5127599243856333,0.9901512079253809
addneuromed,0.67,full,distance_correlation,string,17197,213639,24.846077804268187,0.14448754247655377,71.24498459033552,4875,43.90487900203176,0.5528,13.0,0.672125905935642,0.07481780012076447
addneuromed,0.67,full,distance_correlation,wgcna,17197,17214,2.001977089027156,0.011642109147634078,0.017444903180787348,17182,0.0549533833078714,1.0,1.0,0.16666666666666666,0.9922737306843267
addneuromed,0.78,full,distance_correlation,string,17197,148807,17.30615805082282,0.10064060276123991,63.85997557713554,6083,32.56637656879254,0.6019,12.0,0.7251998021361596,0.1104853938322794
addneuromed,0.78,full,distance_correlation,wgcna,17197,17203,2.0006977961272314,0.011634669668104393,0.017444903180787348,17192,0.03234512747558837,1.0,1.0,0.16666666666666666,0.9927919548915887
addneuromed,0.89,full,distance_correlation,string,17197,98678,11.476187707158225,0.06673754191182964,53.52677792638251,7752,22.027666474201517,0.6658,13.0,0.7778508809522664,0.17112223595938306
addneuromed,0.89,full,distance_correlation,wgcna,17197,17200,2.0003488980636157,0.011632640719141753,0.017444903180787348,17194,0.021565613561768518,0.8908,2.0,0.26,0.993139534883721
addneuromed,1.0,full,distance_correlation,string,17197,17197,2.0,0.01163061177017911,0.005814967726929116,17197,0.0,0.0,0.0,0.0,0.9932546374367622
addneuromed,1.0,full,distance_correlation,wgcna,17197,17197,2.0,0.01163061177017911,0.005814967726929116,17197,0.0,0.0,0.0,0.0,0.9932546374367622
addneuromed,0.0,1.0,variance,string,426,11427,53.647887323943664,12.623032311516155,81.2206572769953,81,37.71156853857827,0.5445,3.0,0.44127613136727617,0.03509232519471427
addneuromed,0.0,1.0,variance,wgcna,426,45066,211.57746478873239,49.782932891466444,100.0,1,30.570089698642242,0.7675,2.0,0.3528167309867943,0.009452802556250832
addneuromed,0.11,1.0,variance,string,426,11427,53.647887323943664,12.623032311516155,81.2206572769953,81,37.71156853857827,0.5445,3.0,0.44127613136727617,0.03509232519471427
addneuromed,0.11,1.0,variance,wgcna,426,1706,8.009389671361502,1.8845622756144713,24.88262910798122,234,11.440390768765416,0.7484,8.0,0.30823223857503357,0.2532239155920281
addneuromed,0.22,1.0,variance,string,426,7288,34.21596244131455,8.050814692074013,80.75117370892019,83,27.536664907256867,0.557,4.0,0.5148744369823495,0.05749176728869374
addneuromed,0.22,1.0,variance,wgcna,426,884,4.150234741784038,0.9765258215962441,17.136150234741784,315,5.348507969853063,0.7215,6.0,0.4292146784111074,0.497737556561086
addneuromed,0.33,1.0,variance,string,426,4321,20.28638497652582,4.773267053300193,78.87323943661971,91,19.309504156797257,0.6136,7.0,0.5561407314225997,0.08794260587826892
addneuromed,0.33,1.0,variance,wgcna,426,601,2.8215962441314555,0.663904998619166,10.7981220657277,354,2.379707498967713,0.7557,8.0,0.5053761869978087,0.7171381031613977
addneuromed,0.44,1.0,variance,string,426,3024,14.19718309859155,3.3405136702568354,72.76995305164318,115,15.270598081738207,0.6696,7.0,0.6040348800142478,0.12665343915343916
addneuromed,0.44,1.0,variance,wgcna,426,486,2.2816901408450705,0.5368682684341342,4.225352112676056,383,0.9322057026549567,0.7543,6.0,0.4719330013580806,0.8847736625514403
addneuromed,0.56,1.0,variance,string,426,2264,10.629107981220658,2.5009665838166253,63.14553990610329,153,12.868730440411147,0.7213,9.0,0.635265245097551,0.1700530035335689
addneuromed,0.56,1.0,variance,wgcna,426,445,2.0892018779342725,0.4915769124551229,1.1737089201877933,410,0.3771972517888177,0.8656,3.0,0.355,0.9550561797752809
addneuromed,0.67,1.0,variance,string,426,1859,8.727699530516432,2.0535763601215136,54.22535211267606,188,11.670999847093,0.7872,13.0,0.6326972697729235,0.1834319526627219
addneuromed,0.67,1.0,variance,wgcna,426,433,2.032863849765258,0.4783209058271196,0.7042253521126761,420,0.21416891507900554,1.0,1.0,0.16666666666666666,0.9722863741339491
addneuromed,0.78,1.0,variance,string,426,1628,7.643192488262911,1.7983982325324495,31.92488262910798,217,10.997200375509147,0.8273,13.0,0.4659878678134902,0.22604422604422605
addneuromed,0.78,1.0,variance,wgcna,426,431,2.023474178403756,0.47611157138911897,0.7042253521126761,422,0.192373720643642,1.0,1.0,0.16666666666666666,0.9814385150812065
addneuromed,0.89,1.0,variance,string,426,1357,6.370892018779343,1.4990334161833747,19.248826291079812,260,9.80770501228796,0.8723,8.0,0.3302636430315603,0.29771554900515845
addneuromed,0.89,1.0,variance,wgcna,426,427,2.004694835680751,0.4716929025131179,0.4694835680751174,425,0.06835783933596733,1.0,1.0,0.16666666666666663,0.990632318501171
addneuromed,1.0,1.0,variance,string,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,0.9953051643192489
addneuromed,1.0,1.0,variance,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,0.9953051643192489
addneuromed,0.0,1.0,random,string,426,3243,15.225352112676056,3.582435791217896,81.45539906103286,80,13.542002663698685,0.4046,6.0,0.39398940913980124,0.12920135676842429
addneuromed,0.0,1.0,random,wgcna,426,44800,210.32863849765258,49.48909141121237,100.0,1,27.574908246682853,0.613,2.0,0.213070010811942,0.01015625
addneuromed,0.11,1.0,random,string,426,3243,15.225352112676056,3.582435791217896,81.45539906103286,80,13.542002663698685,0.4046,6.0,0.39398940913980124,0.12920135676842429
addneuromed,0.11,1.0,random,wgcna,426,3439,16.145539906103288,3.7989505661419494,58.920187793427225,176,18.052933157814554,0.7405,7.0,0.5865465843966263,0.17039837161965687
addneuromed,0.22,1.0,random,string,426,1749,8.211267605633802,1.932062966031483,78.16901408450704,93,7.9518778476517165,0.5323,9.0,0.5428858809247816,0.22927387078330475
addneuromed,0.22,1.0,random,wgcna,426,1590,7.464788732394366,1.756420878210439,41.78403755868544,247,10.089502264298348,0.7651,14.0,0.560409333927378,0.31761006289308175
addneuromed,0.33,1.0,random,string,426,1033,4.849765258215962,1.1411212372272854,61.267605633802816,155,4.505183497778105,0.6612,9.0,0.696417994986718,0.40561471442400776
addneuromed,0.33,1.0,random,wgcna,426,902,4.234741784037559,0.996409831538249,12.206572769953052,313,5.5573252047164825,0.7866,5.0,0.3018545975884718,0.4933481152993348
addneuromed,0.44,1.0,random,string,426,789,3.704225352112676,0.871582435791218,44.60093896713615,214,3.159579068939152,0.752,13.0,0.7721688387334236,0.5348542458808618
addneuromed,0.44,1.0,random,wgcna,426,597,2.8028169014084505,0.6594863297431649,8.92018779342723,370,2.6525904690550806,0.7673,6.0,0.43430438076000505,0.7403685092127303
addneuromed,0.56,1.0,random,string,426,638,2.995305164319249,0.7047776857221761,20.89201877934272,289,2.0827880659183777,0.7702,10.0,0.714310703873386,0.6739811912225705
addneuromed,0.56,1.0,random,wgcna,426,483,2.267605633802817,0.5335542667771335,4.929577464788732,398,1.174347244263427,0.8302,8.0,0.5087573964497042,0.9109730848861284
addneuromed,0.67,1.0,random,string,426,564,2.647887323943662,0.6230323115161558,13.849765258215962,330,1.4816428347113633,0.7634,9.0,0.7050493399974369,0.7695035460992907
addneuromed,0.67,1.0,random,wgcna,426,450,2.112676056338028,0.4971002485501243,2.112676056338028,414,0.7130433835970219,0.8742,3.0,0.25255102040816324,0.9488888888888889
addneuromed,0.78,1.0,random,string,426,510,2.3943661971830985,0.5633802816901409,3.5211267605633805,364,1.0411109077507792,0.8237,6.0,0.39282024793388426,0.8568627450980392
addneuromed,0.78,1.0,random,wgcna,426,432,2.028169014084507,0.4772162386081193,0.9389671361502347,422,0.254821910706327,0.9135,2.0,0.19135802469135801,0.9791666666666666
addneuromed,0.89,1.0,random,string,426,477,2.23943661971831,0.5269262634631318,1.8779342723004695,385,0.7276843857276081,0.8677,2.0,0.2703213610586011,0.9182389937106918
addneuromed,0.89,1.0,random,wgcna,426,427,2.004694835680751,0.4716929025131179,0.4694835680751174,425,0.06835783933596731,1.0,1.0,0.16666666666666663,0.9929742388758782
addneuromed,1.0,1.0,random,string,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,0.9976525821596244
addneuromed,1.0,1.0,random,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,0.9976525821596244
addneuromed,0.0,1.0,correlation,string,426,4305,20.211267605633804,4.755592377796189,84.03755868544602,69,17.913392707672077,0.3725,5.0,0.3607943140463974,0.07874564459930314
addneuromed,0.0,1.0,correlation,wgcna,426,45295,212.65258215962442,50.035901684617514,100.0,1,22.799214536323323,0.6262,2.0,0.22133705181110191,0.009515399050667844
addneuromed,0.11,1.0,correlation,string,426,4305,20.211267605633804,4.755592377796189,84.03755868544602,69,17.913392707672077,0.3725,5.0,0.3607943140463974,0.07874564459930314
addneuromed,0.11,1.0,correlation,wgcna,426,440,2.0657276995305165,0.48605357636012153,1.8779342723004695,419,0.5131135384271625,0.8624,3.0,0.3264462809917355,0.9636363636363636
addneuromed,0.22,1.0,correlation,string,426,2247,10.549295774647888,2.4821872410936208,81.92488262910797,78,10.267943733686467,0.4893,8.0,0.4974350697615154,0.16332888295505119
addneuromed,0.22,1.0,correlation,wgcna,426,428,2.0093896713615025,0.47279756973211823,0.4694835680751174,424,0.0964443126017565,1.0,1.0,0.16666666666666663,1.0
addneuromed,0.33,1.0,correlation,string,426,1234,5.793427230046948,1.3631593482463409,67.84037558685446,132,5.662209292819408,0.6428,11.0,0.6490807632819477,0.3241491085899514
addneuromed,0.33,1.0,correlation,wgcna,426,427,2.004694835680751,0.4716929025131179,0.4694835680751174,425,0.06835783933596731,1.0,1.0,0.16666666666666663,1.0
addneuromed,0.44,1.0,correlation,string,426,883,4.145539906103286,0.9754211543772439,46.71361502347418,201,3.7337995996418227,0.7092,12.0,0.725043663321041,0.4813137032842582
addneuromed,0.44,1.0,correlation,wgcna,426,427,2.004694835680751,0.4716929025131179,0.4694835680751174,425,0.06835783933596731,1.0,1.0,0.16666666666666663,1.0
addneuromed,0.56,1.0,correlation,string,426,709,3.328638497652582,0.7832090582711958,29.107981220657276,281,2.859787005073363,0.7627,13.0,0.72509765625,0.5881523272214386
addneuromed,0.56,1.0,correlation,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,1.0
addneuromed,0.67,1.0,correlation,string,426,608,2.8544600938967135,0.6716376691521679,13.145539906103288,314,1.9179021487456995,0.7804,10.0,0.674140625,0.7006578947368421
addneuromed,0.67,1.0,correlation,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,1.0
addneuromed,0.78,1.0,correlation,string,426,567,2.6619718309859155,0.6263463131731566,9.389671361502346,332,1.5438230271351083,0.8114,10.0,0.666795267489712,0.7707231040564374
addneuromed,0.78,1.0,correlation,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,1.0
addneuromed,0.89,1.0,correlation,string,426,504,2.3661971830985915,0.5567522783761392,5.39906103286385,367,0.9796919601107688,0.8378,6.0,0.6186440677966102,0.8571428571428571
addneuromed,0.89,1.0,correlation,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,1.0
addneuromed,1.0,1.0,correlation,string,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,1.0
addneuromed,1.0,1.0,correlation,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,1.0
addneuromed,0.0,1.0,distance_correlation,string,426,12101,56.81220657276995,13.367578017122343,89.43661971830986,46,48.57830850876089,0.497,4.0,0.22429138541814814,0.031237087843979838
addneuromed,0.0,1.0,distance_correlation,wgcna,426,50265,235.98591549295776,55.526097763048874,100.0,1,64.74010728881677,0.9672,3.0,0.3216595752845144,0.004834377797672337
addneuromed,0.11,1.0,distance_correlation,string,426,12101,56.81220657276995,13.367578017122343,89.43661971830986,46,48.57830850876089,0.497,4.0,0.22429138541814814,0.031237087843979838
addneuromed,0.11,1.0,distance_correlation,wgcna,426,2303,10.812206572769954,2.544048605357636,35.44600938967136,276,17.22966764751174,0.7308,8.0,0.2796334551000004,0.1849761181068172
addneuromed,0.22,1.0,distance_correlation,string,426,7273,34.14553990610329,8.034244683789009,88.02816901408451,52,34.18895905730557,0.5256,6.0,0.2872445294505749,0.06641000962463908
addneuromed,0.22,1.0,distance_correlation,wgcna,426,935,4.389671361502347,1.0328638497652582,19.953051643192488,339,6.519619101245875,0.7623,6.0,0.4040357190915051,0.4727272727272727
addneuromed,0.33,1.0,distance_correlation,string,426,4250,19.953051643192488,4.694835680751173,77.69953051643192,91,22.19308466886473,0.5971,9.0,0.4012472896668368,0.11388235294117648
addneuromed,0.33,1.0,distance_correlation,wgcna,426,593,2.784037558685446,0.6550676608671637,10.093896713615024,377,2.8084929276056476,0.7842,5.0,0.4508056731269028,0.7251264755480608
addneuromed,0.44,1.0,distance_correlation,string,426,2853,13.394366197183098,3.151615575807788,68.7793427230047,125,15.978987557966141,0.6652,9.0,0.4983327432905325,0.14931650893796003
addneuromed,0.44,1.0,distance_correlation,wgcna,426,478,2.244131455399061,0.528030930682132,5.39906103286385,398,1.0599520857255917,0.7836,7.0,0.5447664359861591,0.8849372384937239
addneuromed,0.56,1.0,distance_correlation,string,426,2144,10.065727699530516,2.368406517536592,56.10328638497653,180,12.614560446903232,0.721,12.0,0.5713768452032095,0.19449626865671643
addneuromed,0.56,1.0,distance_correlation,wgcna,426,440,2.0657276995305165,0.48605357636012153,1.643192488262911,415,0.3880843297264332,0.8411,3.0,0.3977777777777778,0.9613636363636363
addneuromed,0.67,1.0,distance_correlation,string,426,1829,8.586854460093896,2.020436343551505,47.652582159624416,212,11.000137257463813,0.749,8.0,0.6030488103204464,0.22744669218151994
addneuromed,0.67,1.0,distance_correlation,wgcna,426,429,2.0140845070422535,0.47390223695111844,0.7042253521126761,423,0.13631202949256313,0.8912,2.0,0.26,0.9836829836829837
addneuromed,0.78,1.0,distance_correlation,string,426,1571,7.375586854460094,1.735432201049434,42.01877934272301,233,9.734251287581406,0.8072,11.0,0.6175782921576422,0.2552514322087842
addneuromed,0.78,1.0,distance_correlation,wgcna,426,427,2.004694835680751,0.4716929025131179,0.4694835680751174,425,0.06835783933596731,1.0,1.0,0.16666666666666663,0.9929742388758782
addneuromed,0.89,1.0,distance_correlation,string,426,1275,5.985915492957746,1.4084507042253522,23.943661971830984,268,7.971179820449904,0.8116,7.0,0.4947049182307168,0.31450980392156863
addneuromed,0.89,1.0,distance_correlation,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,0.9976525821596244
addneuromed,1.0,1.0,distance_correlation,string,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,0.9976525821596244
addneuromed,1.0,1.0,distance_correlation,wgcna,426,426,2.0,0.4705882352941176,0.2347417840375587,426,0.0,0.0,0.0,0.0,0.9976525821596244
